"is.rnc","voteintent.t0","voteintent.t1","yr","host","other.city","info","liberal","religion","female","income","education","white","pid","pid.t1","pid.5pt","y0","y1","event"
0,1,1,"2000",0,0,"low",2,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,0,1,0,1,0.5,0.5,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,0,0.5,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",3,0,0,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",1,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,1,1,1,1,0.5,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,0,1,0,1,0,0.5,0.5,2,0,0,"dnc-2000"
0,1,1,"2000",0,1,"hi",4,1,0,0,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",1,1,0,1,1,1,1,1,4,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,0,0,0,0,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,1,1,0,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,1,1,0,1,1,0.5,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",2,1,1,1,1,1,0.5,0.5,3,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,1,1,0.5,0.5,2,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",2,1,1,0,1,1,0,0,2,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,1,1,0,1,0.5,0.5,3,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,1,0,0,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,0,1,1,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,0,0,1,1,0,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,1,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,1,0,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,1,1,1,1,0,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,1,1,0.5,0.5,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,0,1,1,0,0.5,0.5,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,1,1,1,1,0,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,0,0,1,1,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,0,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,0,1,0,0,1,0,0,2,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",4,0,1,1,1,1,1,1,5,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",2,0,1,0,0,1,1,1,5,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,0,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",1,0,"hi",1,1,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,0,0,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",1,0,"hi",0,1,0,1,1,0,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,0,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,0,1,1,1,1,0.5,4,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",3,0,0,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",4,1,1,1,1,0,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",3,0,1,1,1,1,1,1,4,0,1,"dnc-2000"
0,1,1,"2000",1,0,"low",2,1,0,1,1,0,0.5,0.5,4,1,1,"dnc-2000"
0,1,1,"2000",0,1,"low",2,0,1,1,1,1,0.5,0.5,4,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,0,0,0,0,1,1,5,1,1,"dnc-2000"
0,0,1,"2000",0,0,"low",1,1,1,1,1,0,0.5,0.5,4,0,1,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,0,1,1,1,1,4,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",4,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",0,1,1,1,0,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,1,"low",2,0,1,1,1,1,0.5,0.5,3,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,0,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,0.5,0.5,3,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,1,0,1,0,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,1,0,1,1,1,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,0,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,0,1,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",3,0,1,0,1,1,0.5,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,0,1,1,0,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,1,0.5,4,0,0,"dnc-2000"
0,0,0,"2000",0,1,"low",2,1,1,0,0,1,1,0.5,4,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",3,0,1,1,1,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,0,1,1,1,1,0.5,0.5,3,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",3,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",1,0,"hi",0,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,1,1,0,1,1,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,1,1,1,0,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,1,1,0,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,1,0,1,0.5,0.5,4,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",2,1,1,0,1,1,0.5,0,2,0,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,0,1,1,0,0.5,0.5,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0.5,0.5,3,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,1,1,1,1,0.5,1,4,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",2,1,1,1,0,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,1,1,0,0.5,0.5,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",4,0,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,1,1,0,1,0,0.5,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,0.5,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,0,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,0,1,0,1,0.5,0.5,3,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,1,0,1,0,0.5,0.5,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,0,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,1,0,1,0,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,0,0,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,0.5,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",3,0,1,0,0,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,1,1,0,0,0,0.5,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,1,0,1,1,1,0.5,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",3,0,1,1,0,1,0.5,0.5,3,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",3,0,0,1,1,1,1,1,4,1,1,"dnc-2000"
0,0,1,"2000",0,0,"low",2,0,1,1,1,1,0.5,0.5,4,0,1,"dnc-2000"
0,1,1,"2000",0,0,"low",1,0,0,1,0,1,0.5,0.5,4,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,0,1,1,0.5,0.5,3,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",3,1,0,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",1,0,"low",2,0,1,0,1,0,0.5,0.5,4,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",3,1,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,0,1,0,1,0.5,0,3,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,0,1,0.5,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,0,1,0,0,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",3,1,0,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,0,0,1,1,0,0,1,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",3,1,0,0,1,0,0,0,2,0,1,"dnc-2000"
0,1,1,"2000",0,0,"low",4,0,1,1,1,0,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",3,1,0,0,0,1,1,1,5,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,1,1,1,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,1,0,1,0.5,0,3,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,1,1,0,0,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",4,0,0,1,0,1,1,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",3,1,0,1,1,1,0.5,0.5,4,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",3,1,0,1,1,0,0.5,0.5,4,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,0,0,1,1,1,4,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,1,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,0,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,1,0,1,0,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",1,0,"hi",2,0,1,1,1,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",3,0,1,0,0,1,0,0,1,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",1,0,1,1,1,1,0.5,0.5,2,0,1,"dnc-2000"
0,1,0,"2000",0,0,"hi",2,0,0,1,1,1,0.5,0.5,3,1,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,1,1,1,1,0,0.5,1,4,1,1,"dnc-2000"
0,0,1,"2000",0,0,"low",2,1,0,1,1,0,0.5,0.5,2,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",3,0,1,1,0,1,0.5,0.5,3,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,0,1,1,0.5,0.5,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,1,0,0,1,0,1,1,0,0,"dnc-2000"
0,1,0,"2000",0,0,"low",2,0,0,0,1,0,0.5,0.5,3,1,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,0,0,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,0,0,1,1,0,0.5,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,1,0,1,1,0,0.5,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,0,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,0,1,0,0,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,0,1,0,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,1,1,0.5,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",0,0,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",3,0,0,1,1,1,1,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",3,0,0,1,1,0,1,0,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,0,0,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,1,0,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,1,0,0,1,1,0.5,0.5,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,0,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,1,0,0,0,0,0,2,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",2,1,0,1,1,0,1,1,5,0,1,"dnc-2000"
0,1,1,"2000",0,0,"low",1,0,0,1,1,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,0,0,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,0,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,1,0,1,1,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,1,1,1,0.5,0.5,3,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,1,1,0,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,1,0,1,1,1,0.5,0.5,3,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,0,0,1,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,1,0,0,1,1,1,4,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",2,0,1,1,1,1,1,1,4,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,1,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,0,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,0,0,1,0.5,0.5,2,0,0,"dnc-2000"
0,0,1,"2000",0,0,"hi",2,1,0,1,1,1,0,0,1,0,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,0,1,0,1,0,1,0.5,4,0,0,"dnc-2000"
0,0,0,"2000",1,0,"low",2,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,1,0,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,0,1,1,0,0,2,0,0,"dnc-2000"
0,1,0,"2000",0,0,"low",2,0,0,0,0,1,0.5,0.5,3,1,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",2,1,1,1,1,1,0.5,0.5,4,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,0,0,1,0.5,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,1,0,1,0.5,0.5,3,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,0,1,1,1,1,5,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,0,0,0,0,1,0.5,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",1,1,1,0,0,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,0,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,1,"2000",0,0,"hi",3,0,0,1,1,1,0.5,0.5,3,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",3,0,1,1,1,1,0.5,0,2,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",2,0,1,1,1,0,0.5,0.5,2,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,1,0,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,0,1,1,1,1,1,4,1,1,"dnc-2000"
0,1,0,"2000",0,0,"hi",4,0,0,1,1,1,1,1,5,1,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,1,0,1,1,1,0.5,0.5,3,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,1,0,1,0,1,0.5,1,3,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",0,0,0,1,0,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",1,1,1,1,1,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",1,0,"hi",1,1,1,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,0,0,0,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",1,0,"low",2,0,0,0,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,1,0,0,0,1,0.5,0.5,4,1,1,"dnc-2000"
0,0,1,"2000",1,0,"low",3,0,1,0,0,1,1,1,5,0,1,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,0,0,1,1,0.5,0.5,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,1,1,0,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,0,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,0,1,1,1,0.5,0.5,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,1,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,0,0,0,0.5,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",0,0,0,1,0,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,0,0,1,1,1,0.5,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",1,0,"hi",1,1,0,1,1,1,0.5,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,0,1,1,1,1,4,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,0.5,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",4,1,0,0,0,0,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,0,0,0,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,1,1,0,1,0.5,0.5,3,1,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,0,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,0,"2000",0,0,"low",1,1,1,0,0,0,0,0,1,1,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,0,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,0,0,1,1,1,1,4,0,0,"dnc-2000"
0,0,0,"2000",1,0,"hi",2,1,0,1,1,1,0,0.5,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,1,1,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",1,0,"hi",2,1,1,0,0,0,0.5,0.5,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,0,1,1,0.5,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,1,1,0,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",1,1,1,0,0,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,1,0,1,1,0,0,2,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,0,0,0,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",4,0,1,0,0,1,0.5,0,3,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",1,1,1,0,1,0,1,1,4,0,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,1,1,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,0,0,1,0.5,0.5,3,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,1,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,1,"2000",0,0,"low",1,1,1,1,0,1,0.5,0.5,2,0,1,"dnc-2000"
0,0,1,"2000",0,0,"low",1,0,1,1,1,1,0,0.5,1,0,1,"dnc-2000"
0,0,1,"2000",0,0,"low",2,0,0,1,1,1,0.5,0.5,3,0,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,1,1,0,0,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,0,1,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",1,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,1,0,0,1,1,1,5,1,1,"dnc-2000"
0,0,1,"2000",0,0,"low",2,0,1,1,1,1,1,1,5,0,1,"dnc-2000"
0,1,1,"2000",0,0,"low",1,1,1,1,1,1,0.5,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,0,0,1,1,1,0,0,1,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,1,1,1,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",1,0,"hi",2,0,0,1,1,1,0.5,0.5,4,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",3,0,1,1,0,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,1,1,0,1,0,0,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",1,1,0,1,1,0,0.5,1,4,1,1,"dnc-2000"
0,1,1,"2000",0,0,"low",2,0,0,1,1,1,0,0.5,2,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,0,1,0,1,1,0.5,1,4,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,1,0,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",3,0,0,1,1,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"hi",2,0,0,1,1,1,0.5,0.5,2,0,0,"dnc-2000"
0,1,1,"2000",0,0,"low",1,1,0,1,1,1,1,1,5,1,1,"dnc-2000"
0,1,1,"2000",0,0,"hi",2,0,1,1,0,1,1,1,5,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",1,1,0,1,1,1,0,0,2,0,0,"dnc-2000"
0,0,0,"2000",0,0,"low",0,1,1,1,1,1,0,0,1,0,0,"dnc-2000"
0,1,1,"2000",0,0,"hi",1,0,0,0,1,1,1,1,4,1,1,"dnc-2000"
0,0,0,"2000",0,0,"low",2,0,0,1,1,1,0.5,0.5,3,0,0,"dnc-2000"
